month,city_name,TYPE,Outside Service Area,App Crash,No Open Stores in Feed,No_Search_Match,High Surge Selection,Add to Cart Failure,Item Config Failure,View Cart Failure,Order Cart Failure,Courier Cancel Failure,No Courier Found,Eater Cancel,Restaurant Cancel,No Restaurant Accept,Support Cancel,Missing Item,Wrong Order,Food Quality Failure,Never Received Order,Long ATD Failure,Down Courier Rating,No Failure,week_two,city_name,unique_total_sessions
2021-04-01 00:00:00.000,Hampton Roads,CITY,99,912,14029,815,1876,2911,422,889,5021,226,140,2155,383,1186,1094,2532,237,318,408,10025,654,56380,2021-04-01 00:00:00.000,Hampton Roads,93286
2021-07-01 00:00:00.000,State College,CITY,4,52,277,85,11,18,13,31,369,8,7,95,20,89,62,124,14,21,33,245,46,6618,2021-07-01 00:00:00.000,State College,8044
2021-02-01 00:00:00.000,Wilkes-Barre Scranton,CITY,63,109,3469,201,63,290,49,140,992,41,92,489,50,171,74,544,62,70,120,1814,147,8310,2021-02-01 00:00:00.000,Wilkes-Barre Scranton,15334
2022-01-01 00:00:00.000,Richmond,CITY,171,529,1510,874,2699,380,462,445,7549,367,35,2097,514,1306,1784,4105,530,603,662,12187,945,107697,2022-01-01 00:00:00.000,Richmond,140292
2021-05-01 00:00:00.000,Baltimore-Maryland,CITY,304,3033,5115,3509,49510,1618,1272,2659,17241,597,217,4695,1163,3755,2743,10078,950,1126,1692,35339,2609,203850,2021-05-01 00:00:00.000,Baltimore-Maryland,322586
2021-02-01 00:00:00.000,State College,CITY,5,104,720,177,87,331,23,57,476,22,8,199,46,82,45,230,17,19,90,494,146,7741,2021-02-01 00:00:00.000,State College,10584
2021-05-01 00:00:00.000,Delaware,CITY,15,50,343,76,27,31,44,48,342,14,1,69,14,94,31,187,13,27,22,465,45,3303,2021-05-01 00:00:00.000,Delaware,4911
2021-03-01 00:00:00.000,"Lancaster, PA",CITY,8,149,1842,197,66,214,39,194,992,36,118,281,47,175,59,498,39,46,62,1674,161,10150,2021-03-01 00:00:00.000,"Lancaster, PA",15719
2021-11-01 00:00:00.000,Lehigh Valley,CITY,108,335,415,380,48,137,303,1240,3908,264,12,946,194,826,894,563,53,69,84,1012,126,47048,2021-11-01 00:00:00.000,Lehigh Valley,55949
2022-01-01 00:00:00.000,"Reading, PA",CITY,46,45,195,152,9,43,42,64,824,48,7,203,21,159,132,466,51,62,84,710,132,9290,2022-01-01 00:00:00.000,"Reading, PA",12130
2021-03-01 00:00:00.000,Delaware,CITY,10,42,1137,75,41,124,32,60,392,21,9,91,14,54,25,214,8,19,20,513,64,2850,2021-03-01 00:00:00.000,Delaware,5125
2021-09-01 00:00:00.000,Western WV,CITY,68,60,518,92,7,19,22,61,475,20,9,108,19,121,79,99,15,32,32,531,65,4378,2021-09-01 00:00:00.000,Western WV,6381
2021-12-01 00:00:00.000,Erie,CITY,52,32,52,81,13,22,60,73,526,15,1,153,18,134,108,234,23,40,46,321,48,7493,2021-12-01 00:00:00.000,Erie,9187
2022-01-01 00:00:00.000,Connecticut,CITY,316,2388,6914,2791,15223,1863,1507,1564,30115,1274,65,7105,2366,4181,4144,14505,1742,1986,2892,33834,3991,477310,2022-01-01 00:00:00.000,Connecticut,592375
2021-03-01 00:00:00.000,Johnstown-Altoona,CITY,73,58,3168,91,25,207,29,112,476,15,27,140,23,123,24,211,18,25,39,710,72,4504,2021-03-01 00:00:00.000,Johnstown-Altoona,8946
2021-11-01 00:00:00.000,Harrisburg,CITY,111,234,234,330,37,100,164,1182,2810,118,8,648,165,713,759,433,30,59,66,841,121,41117,2021-11-01 00:00:00.000,Harrisburg,47740
2022-01-01 00:00:00.000,Wilkes-Barre Scranton,CITY,104,117,405,280,14,85,106,98,1851,88,1,507,111,257,278,826,112,158,194,1849,314,21980,2022-01-01 00:00:00.000,Wilkes-Barre Scranton,28227
2021-10-01 00:00:00.000,Erie,CITY,117,71,2533,80,14,19,22,112,650,21,18,206,13,111,147,73,9,18,14,213,32,6425,2021-10-01 00:00:00.000,Erie,10036
2021-05-01 00:00:00.000,"Reading, PA",CITY,30,133,404,148,36,49,107,122,762,27,22,161,18,168,149,398,36,36,58,894,128,8449,2021-05-01 00:00:00.000,"Reading, PA",11637
2021-07-01 00:00:00.000,Richmond,CITY,143,669,4896,826,2609,385,363,687,6585,287,88,1473,412,1336,1125,3675,366,449,602,9477,997,88558,2021-07-01 00:00:00.000,Richmond,120125
2021-06-01 00:00:00.000,Delaware,CITY,15,38,196,67,10,10,31,44,376,5,\N,60,14,84,41,168,21,25,29,407,40,3580,2021-06-01 00:00:00.000,Delaware,5012
2021-08-01 00:00:00.000,Lehigh Valley,CITY,128,365,1245,455,130,127,298,439,4058,124,62,925,158,715,782,1894,216,250,354,4271,579,45901,2021-08-01 00:00:00.000,Lehigh Valley,60747
2022-01-01 00:00:00.000,York-Gettysburg,CITY,85,74,387,199,21,66,72,101,1187,61,17,333,37,238,217,640,64,89,108,1487,157,14614,2022-01-01 00:00:00.000,York-Gettysburg,19212
2021-02-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,51,140,2495,320,35,489,35,90,771,41,131,326,43,192,65,412,44,37,73,833,154,9511,2021-02-01 00:00:00.000,Charlottesville-Harrisonburg,15012
2021-01-01 00:00:00.000,Johnstown-Altoona,CITY,60,39,1016,97,7,71,43,149,414,6,21,102,33,67,14,171,15,31,27,467,60,5855,2021-01-01 00:00:00.000,Johnstown-Altoona,8174
2021-11-01 00:00:00.000,Greater Williamsport,CITY,86,36,30,65,8,15,26,145,436,11,1,117,8,134,89,46,2,9,8,62,19,5357,2021-11-01 00:00:00.000,Greater Williamsport,6334
2021-10-01 00:00:00.000,Johnstown-Altoona,CITY,81,57,427,65,11,21,25,78,490,7,4,84,17,101,53,77,4,9,9,162,20,8473,2021-10-01 00:00:00.000,Johnstown-Altoona,9994
2021-05-01 00:00:00.000,Connecticut,CITY,268,5571,6509,4352,23155,2148,1455,3158,23648,1020,67,5716,2301,4355,3910,13647,1323,1515,2283,39125,3662,411768,2021-05-01 00:00:00.000,Connecticut,537939
2021-01-01 00:00:00.000,Worcester,CITY,23,135,3112,222,26,633,94,251,1132,21,38,305,112,193,92,677,83,85,154,1422,249,15650,2021-01-01 00:00:00.000,Worcester,22789
2021-09-01 00:00:00.000,Johnstown-Altoona,CITY,85,102,555,88,12,17,32,74,527,15,2,97,23,177,56,129,25,37,27,567,70,7249,2021-09-01 00:00:00.000,Johnstown-Altoona,9568
2021-02-01 00:00:00.000,Eastern Shore,CITY,55,44,771,121,59,60,28,25,382,20,36,150,25,135,38,140,20,21,44,411,44,3378,2021-02-01 00:00:00.000,Eastern Shore,5426
2021-05-01 00:00:00.000,"Portland, ME",CITY,108,143,1367,244,49,102,31,125,898,19,37,256,113,156,111,387,36,50,64,1486,140,12317,2021-05-01 00:00:00.000,"Portland, ME",17228
2021-02-01 00:00:00.000,Connecticut,CITY,154,2781,15918,4003,10602,6259,1079,2871,19532,870,849,6636,1959,3062,1585,11127,1249,1288,2103,29731,3104,307132,2021-02-01 00:00:00.000,Connecticut,411362
2021-07-01 00:00:00.000,"Reading, PA",CITY,49,87,209,105,14,40,65,94,833,31,28,182,23,165,164,429,41,59,76,762,150,9489,2021-07-01 00:00:00.000,"Reading, PA",12504
2021-04-01 00:00:00.000,Greater Maine,CITY,47,54,1076,87,24,52,10,52,218,5,19,86,6,35,25,91,8,10,25,377,25,2366,2021-04-01 00:00:00.000,Greater Maine,4165
2021-11-01 00:00:00.000,Richmond,CITY,205,558,451,825,1666,284,398,2354,7165,447,32,2016,444,1444,1745,1053,84,170,140,3258,217,108437,2021-11-01 00:00:00.000,Richmond,127269
2021-01-01 00:00:00.000,Eastern Shore,CITY,54,26,1483,76,54,111,14,42,322,4,31,199,40,78,16,242,30,22,38,320,39,2387,2021-01-01 00:00:00.000,Eastern Shore,4907
2021-05-01 00:00:00.000,Erie,CITY,46,59,305,107,19,32,12,93,486,12,62,188,24,123,75,213,18,31,29,565,72,5197,2021-05-01 00:00:00.000,Erie,7339
2021-05-01 00:00:00.000,Lehigh Valley,CITY,117,539,1715,473,178,194,489,484,2906,118,68,803,133,681,786,1633,142,174,302,4589,510,38802,2021-05-01 00:00:00.000,Lehigh Valley,52892
2021-11-01 00:00:00.000,Baltimore-Maryland,CITY,473,1657,1413,2126,27148,1044,1235,6317,21813,1041,71,5343,1306,4171,4825,3307,476,524,461,10242,714,253122,2021-11-01 00:00:00.000,Baltimore-Maryland,328974
2021-09-01 00:00:00.000,Delaware,CITY,19,106,487,79,2,18,24,37,492,24,3,104,34,103,96,123,21,31,56,522,99,4741,2021-09-01 00:00:00.000,Delaware,6778
2021-09-01 00:00:00.000,Greater Williamsport,CITY,103,91,510,74,10,13,27,59,418,9,12,131,7,59,74,83,10,19,21,298,47,4783,2021-09-01 00:00:00.000,Greater Williamsport,6545
2021-11-01 00:00:00.000,Boston,CITY,635,4915,3123,7723,133736,3805,3196,11528,57409,4191,80,13507,4645,8599,7313,7715,903,1064,1609,29781,1957,850497,2021-11-01 00:00:00.000,Boston,1106676
2021-08-01 00:00:00.000,Harrisburg,CITY,98,292,627,407,74,103,156,326,3021,80,32,659,115,565,777,1400,135,173,261,3634,487,39471,2021-08-01 00:00:00.000,Harrisburg,50934
2021-07-01 00:00:00.000,Philadelphia,CITY,242,3932,4390,4666,59863,1817,2844,3855,43835,1583,474,9964,3942,7049,9076,29242,3538,3404,4189,67166,7199,472085,2021-07-01 00:00:00.000,Philadelphia,694537
2021-04-01 00:00:00.000,Washington D.C.,CITY,659,13986,26199,11442,17864,11157,6027,11589,68678,2836,211,16917,4702,9826,10252,41085,4841,5144,7580,198256,12083,1432229,2021-04-01 00:00:00.000,Washington D.C.,1840885
2021-12-01 00:00:00.000,Connecticut,CITY,215,2828,2229,2678,17645,1550,1947,1934,29111,1326,49,7194,2369,4828,4597,13528,1548,1750,2625,32792,3122,462095,2021-12-01 00:00:00.000,Connecticut,577110
2021-01-01 00:00:00.000,Washington D.C.,CITY,583,8753,30430,10426,6079,22279,6853,12627,61534,3562,434,15788,5793,11748,5389,40311,5238,5585,8941,170483,13376,1431726,2021-01-01 00:00:00.000,Washington D.C.,1808127
2021-08-01 00:00:00.000,Richmond,CITY,180,752,1803,905,3000,263,398,751,7432,379,88,2356,427,1434,1576,3304,399,501,638,12678,1044,107508,2021-08-01 00:00:00.000,Richmond,141382
2021-08-01 00:00:00.000,Vermont,CITY,153,72,2082,153,34,68,50,88,705,12,31,203,48,131,164,263,26,37,46,994,105,8559,2021-08-01 00:00:00.000,Vermont,13192
2021-05-01 00:00:00.000,Richmond,CITY,120,938,5634,744,4838,1692,474,713,4522,153,92,1235,251,998,965,2567,254,300,425,8059,708,39938,2021-05-01 00:00:00.000,Richmond,68281
2021-02-01 00:00:00.000,Delaware,CITY,5,32,1121,61,10,89,24,36,256,8,18,62,11,77,21,106,19,19,24,314,43,1766,2021-02-01 00:00:00.000,Delaware,3577
2021-07-01 00:00:00.000,Erie,CITY,59,47,891,103,13,21,15,82,484,20,16,160,22,114,97,235,19,28,26,462,65,5453,2021-07-01 00:00:00.000,Erie,7924
2021-03-01 00:00:00.000,State College,CITY,7,148,777,249,147,293,14,69,576,12,11,275,36,85,41,243,33,30,68,544,137,10316,2021-03-01 00:00:00.000,State College,13554
2022-01-01 00:00:00.000,"Lancaster, PA",CITY,11,59,861,163,16,83,50,70,1085,63,22,261,53,227,184,521,61,64,108,1478,173,13490,2022-01-01 00:00:00.000,"Lancaster, PA",17927
2021-12-01 00:00:00.000,Rhode Island,CITY,46,391,489,718,1063,201,217,259,4572,279,10,1056,320,846,673,2222,273,308,516,4293,596,66330,2021-12-01 00:00:00.000,Rhode Island,82471
2021-05-01 00:00:00.000,Vermont,CITY,82,106,2261,114,39,163,26,83,482,13,43,123,43,83,51,238,20,24,24,826,85,5463,2021-05-01 00:00:00.000,Vermont,9443
2021-06-01 00:00:00.000,Western WV,CITY,52,36,170,95,13,15,9,73,373,8,20,73,7,70,37,131,16,25,30,377,47,3219,2021-06-01 00:00:00.000,Western WV,4575
2021-03-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,47,188,2704,249,42,431,39,123,939,44,76,422,45,232,85,493,47,41,75,1211,148,14243,2021-03-01 00:00:00.000,Charlottesville-Harrisonburg,20561
2021-11-01 00:00:00.000,Connecticut,CITY,350,2759,2789,2861,13082,1487,1512,6373,29991,1467,34,6830,2201,5284,4289,3469,381,538,543,8483,850,443630,2021-11-01 00:00:00.000,Connecticut,518963
2021-04-01 00:00:00.000,Erie,CITY,38,72,1583,90,18,123,22,111,448,19,34,265,16,126,92,208,18,37,38,790,57,4594,2021-04-01 00:00:00.000,Erie,7803
2021-04-01 00:00:00.000,Connecticut,CITY,217,4919,17045,4325,12399,5166,1298,3247,22665,925,201,6324,1990,3206,3920,13322,1342,1506,2077,39059,3587,436588,2021-04-01 00:00:00.000,Connecticut,561153
2021-08-01 00:00:00.000,Baltimore-Maryland,CITY,406,2022,2340,2883,31710,950,1144,2261,21754,876,273,5625,1131,3025,3952,10226,1761,1558,1830,34110,3280,247729,2021-08-01 00:00:00.000,Baltimore-Maryland,357399
2021-01-01 00:00:00.000,Eastern WV,CITY,52,43,1538,88,9,176,17,41,224,2,101,269,15,58,20,92,11,11,20,339,25,2411,2021-01-01 00:00:00.000,Eastern WV,4781
2021-04-01 00:00:00.000,New Jersey,CITY,1104,14521,10929,15429,264268,12150,5265,12054,76474,3422,459,16241,8167,10054,9927,45905,4899,5769,7249,133796,12721,1255370,2021-04-01 00:00:00.000,New Jersey,1808998
2021-03-01 00:00:00.000,Harrisburg,CITY,65,378,3941,388,149,954,140,496,2470,78,75,953,92,365,256,1360,131,163,216,3998,490,25924,2021-03-01 00:00:00.000,Harrisburg,39684
2021-11-01 00:00:00.000,New Jersey,CITY,1645,7305,3852,10084,41760,3898,4718,22038,94769,6007,92,19899,8216,12264,11477,12088,1469,1860,1521,34107,2741,1396763,2021-11-01 00:00:00.000,New Jersey,1635387
2021-08-01 00:00:00.000,Greater Williamsport,CITY,138,42,351,51,22,26,33,54,416,18,31,171,11,54,67,108,15,15,31,274,47,4392,2021-08-01 00:00:00.000,Greater Williamsport,6032
2021-01-01 00:00:00.000,Harrisburg,CITY,58,177,2393,300,36,794,127,329,1675,47,64,540,98,304,87,895,87,140,156,1691,304,25604,2021-01-01 00:00:00.000,Harrisburg,34069
2021-01-01 00:00:00.000,Hampton Roads,CITY,104,845,5524,1278,2710,1795,800,1128,7318,351,162,2060,552,1513,446,4337,445,585,883,9548,1366,126906,2021-01-01 00:00:00.000,Hampton Roads,163137
2021-11-01 00:00:00.000,Delaware,CITY,13,34,113,40,4,19,26,148,488,20,\N,91,22,128,86,71,3,12,6,138,12,5168,2021-11-01 00:00:00.000,Delaware,6239
2022-01-01 00:00:00.000,"Portland, ME",CITY,110,47,678,211,37,132,45,50,936,45,23,382,62,160,289,445,52,69,90,1382,123,11084,2022-01-01 00:00:00.000,"Portland, ME",15474
2021-02-01 00:00:00.000,Baltimore-Maryland,CITY,221,1761,6476,2924,59359,4835,980,2154,14477,586,600,4763,1103,2681,1335,8980,1038,1043,1773,35974,2580,124483,2021-02-01 00:00:00.000,Baltimore-Maryland,245847
2021-06-01 00:00:00.000,Richmond,CITY,105,747,4331,735,3356,945,492,790,5509,219,57,1133,312,1259,816,3114,290,444,516,7831,822,67321,2021-06-01 00:00:00.000,Richmond,95176
2021-02-01 00:00:00.000,Harrisburg,CITY,56,201,2071,369,29,672,121,323,1714,52,84,573,87,321,116,959,97,126,179,2552,347,16778,2021-02-01 00:00:00.000,Harrisburg,25708
2021-04-01 00:00:00.000,Eastern WV,CITY,68,91,581,99,31,56,21,59,381,16,47,225,14,124,96,139,17,13,21,608,50,4765,2021-04-01 00:00:00.000,Eastern WV,7005
2021-10-01 00:00:00.000,Philadelphia,CITY,1257,5658,3780,4265,31948,1691,2054,4676,46598,3014,72,8888,3543,6527,10650,7670,1039,1035,1439,19837,2368,595091,2021-10-01 00:00:00.000,Philadelphia,732339
2021-05-01 00:00:00.000,Rhode Island,CITY,61,717,712,786,1443,257,157,404,3392,119,22,736,227,551,459,1895,219,201,347,4648,636,54412,2021-05-01 00:00:00.000,Rhode Island,69707
2021-12-01 00:00:00.000,Baltimore-Maryland,CITY,380,1758,1719,1849,28822,1338,1555,1702,21466,997,69,5930,1380,4533,5154,11515,1704,1536,1813,36931,2361,263106,2021-12-01 00:00:00.000,Baltimore-Maryland,372605
2021-08-01 00:00:00.000,New Hampshire,CITY,263,168,1005,292,185,75,96,194,1805,50,45,473,69,360,410,718,68,113,120,2107,268,24156,2021-08-01 00:00:00.000,New Hampshire,31744
2021-02-01 00:00:00.000,Erie,CITY,44,47,1207,99,9,141,8,70,414,14,87,221,23,92,27,158,18,32,43,585,60,2672,2021-02-01 00:00:00.000,Erie,5259
2021-12-01 00:00:00.000,Worcester,CITY,40,138,696,309,219,144,137,150,1849,90,17,666,83,318,403,839,75,108,170,2135,214,21964,2021-12-01 00:00:00.000,Worcester,29197
2021-12-01 00:00:00.000,Harrisburg,CITY,98,214,163,362,51,79,174,208,2527,101,6,583,152,682,667,1367,135,178,225,2100,319,40706,2021-12-01 00:00:00.000,Harrisburg,49453
2021-10-01 00:00:00.000,State College,CITY,33,165,8261,194,185,380,35,74,1029,29,11,337,105,288,190,70,8,16,10,566,32,6771,2021-10-01 00:00:00.000,State College,16915
2021-09-01 00:00:00.000,Erie,CITY,75,102,2413,101,19,21,28,107,632,23,14,231,29,103,143,129,25,40,40,575,92,5605,2021-09-01 00:00:00.000,Erie,9585
2021-06-01 00:00:00.000,Johnstown-Altoona,CITY,52,46,271,70,8,22,15,76,432,10,8,61,13,130,37,183,14,31,16,435,49,6088,2021-06-01 00:00:00.000,Johnstown-Altoona,7783
2022-01-01 00:00:00.000,Greater Maine,CITY,39,19,280,84,7,21,19,29,354,14,13,137,8,60,52,133,21,17,35,347,48,4594,2022-01-01 00:00:00.000,Greater Maine,5943
2021-09-01 00:00:00.000,"Reading, PA",CITY,62,143,338,114,15,35,66,101,907,39,21,248,31,119,223,227,36,44,63,796,152,9745,2021-09-01 00:00:00.000,"Reading, PA",12899
2022-01-01 00:00:00.000,Roanoke,CITY,104,101,389,310,44,93,110,105,1578,80,15,535,78,407,381,730,89,110,120,1530,185,22991,2022-01-01 00:00:00.000,Roanoke,28794
2021-10-01 00:00:00.000,"Lancaster, PA",CITY,31,149,957,199,15,51,56,136,1233,55,17,289,61,291,236,167,12,20,27,621,54,16181,2021-10-01 00:00:00.000,"Lancaster, PA",19958
2021-12-01 00:00:00.000,Philadelphia,CITY,295,2990,1317,3207,25314,1699,2350,2858,40254,2132,66,8735,3179,6484,8831,24914,3622,2696,4466,38769,4890,555258,2021-12-01 00:00:00.000,Philadelphia,711771
2021-06-01 00:00:00.000,Greater Maine,CITY,100,30,237,70,11,9,14,47,247,9,23,74,7,82,18,80,3,11,14,194,21,2940,2021-06-01 00:00:00.000,Greater Maine,3999
2021-10-01 00:00:00.000,Hampton Roads,CITY,450,1212,2236,1236,3129,357,476,1592,12068,718,26,2018,492,2229,2372,1481,160,257,214,4259,439,167130,2021-10-01 00:00:00.000,Hampton Roads,197587
2021-12-01 00:00:00.000,Delaware,CITY,10,40,69,83,8,17,38,37,475,18,\N,65,13,125,89,244,27,22,25,407,45,5453,2021-12-01 00:00:00.000,Delaware,6989
2021-11-01 00:00:00.000,Greater Maine,CITY,55,19,207,57,6,8,16,131,293,10,10,89,11,59,42,36,1,7,6,68,5,3668,2021-11-01 00:00:00.000,Greater Maine,4545
2021-09-01 00:00:00.000,Lehigh Valley,CITY,136,660,1397,428,61,162,347,396,3818,183,30,865,155,630,812,1015,162,197,271,4438,607,44889,2021-09-01 00:00:00.000,Lehigh Valley,59155
2021-09-01 00:00:00.000,Western MA,CITY,76,262,2720,183,34,122,50,117,1255,95,24,498,47,233,319,256,41,77,85,1956,183,10204,2021-09-01 00:00:00.000,Western MA,17063
2021-09-01 00:00:00.000,New Hampshire,CITY,253,308,1759,302,86,67,82,181,1760,91,59,540,103,410,460,313,66,86,116,2177,242,23885,2021-09-01 00:00:00.000,New Hampshire,31833
2021-05-01 00:00:00.000,Pittsburgh,CITY,169,1698,7380,1646,6206,2374,381,1325,7982,290,89,3132,799,2189,2005,5029,554,601,750,32000,1317,81313,2021-05-01 00:00:00.000,Pittsburgh,144381
2021-09-01 00:00:00.000,New Jersey,CITY,2287,17414,14438,13951,37567,4311,6012,8831,92459,6273,484,23715,9858,11856,14052,20786,4544,5623,6870,145282,14524,1377884,2021-09-01 00:00:00.000,New Jersey,1775915
2021-10-01 00:00:00.000,Roanoke,CITY,200,204,1517,299,30,59,64,259,2035,63,42,510,75,488,308,325,27,57,33,995,90,30508,2021-10-01 00:00:00.000,Roanoke,36735
2021-01-01 00:00:00.000,"Reading, PA",CITY,28,43,1262,108,23,202,40,95,470,16,21,139,15,66,25,248,20,35,42,511,88,5338,2021-01-01 00:00:00.000,"Reading, PA",8116
2021-08-01 00:00:00.000,New Jersey,CITY,1609,9762,13818,14211,117266,5034,6300,9592,102113,5580,1087,23930,9806,11783,11929,46967,5981,7329,8683,160957,14796,1388466,2021-08-01 00:00:00.000,New Jersey,1887860
2021-09-01 00:00:00.000,Vermont,CITY,120,145,4606,184,9,112,27,59,725,18,27,218,71,157,227,138,18,27,32,1071,109,7695,2021-09-01 00:00:00.000,Vermont,14496
2021-12-01 00:00:00.000,Wilkes-Barre Scranton,CITY,96,110,245,248,24,69,123,114,1719,75,6,435,79,369,270,849,97,135,184,1563,225,21566,2021-12-01 00:00:00.000,Wilkes-Barre Scranton,27319
2021-01-01 00:00:00.000,Charlottesville-Harrisonburg,CITY,54,71,1655,198,17,283,49,92,714,22,98,325,39,159,48,335,27,45,71,587,126,13544,2021-01-01 00:00:00.000,Charlottesville-Harrisonburg,17668
2021-01-01 00:00:00.000,Vermont,CITY,113,61,3091,130,15,340,24,102,404,9,57,95,61,106,15,218,14,28,22,315,76,6876,2021-01-01 00:00:00.000,Vermont,11304
2021-01-01 00:00:00.000,Lehigh Valley,CITY,53,247,4278,340,109,1248,205,424,2191,70,243,790,92,341,143,1192,112,131,263,2052,465,28004,2021-01-01 00:00:00.000,Lehigh Valley,39831
2021-09-01 00:00:00.000,Philadelphia,CITY,592,6216,5138,4761,37183,2158,2827,3557,42595,2264,184,11366,3775,5915,10961,12421,2952,2586,3972,67733,7142,457294,2021-09-01 00:00:00.000,Philadelphia,653323
2021-04-01 00:00:00.000,Western WV,CITY,47,35,628,51,19,54,19,44,307,10,45,133,8,61,30,68,8,13,34,588,19,1628,2021-04-01 00:00:00.000,Western WV,3278
2021-03-01 00:00:00.000,Western MA,CITY,72,125,4965,104,51,569,32,128,880,34,98,479,35,119,133,491,48,63,95,1881,116,4043,2021-03-01 00:00:00.000,Western MA,11722
2021-08-01 00:00:00.000,York-Gettysburg,CITY,111,103,550,220,24,47,64,148,1271,61,27,279,44,267,168,536,65,67,107,1474,206,14556,2021-08-01 00:00:00.000,York-Gettysburg,19515
2022-01-01 00:00:00.000,Pittsburgh,CITY,143,772,2487,1278,32941,861,529,593,10154,588,65,3426,888,2230,2398,5867,735,822,967,29395,1492,120487,2022-01-01 00:00:00.000,Pittsburgh,196395
2021-06-01 00:00:00.000,Roanoke,CITY,118,147,314,230,37,61,70,240,1129,39,62,282,49,317,150,562,45,98,86,1309,156,18004,2021-06-01 00:00:00.000,Roanoke,22697
2021-04-01 00:00:00.000,Roanoke,CITY,118,296,2093,353,58,218,140,270,1262,64,125,497,42,311,225,630,72,86,104,2425,193,21570,2021-04-01 00:00:00.000,Roanoke,29345
2021-03-01 00:00:00.000,Wilkes-Barre Scranton,CITY,77,213,4455,218,93,442,87,272,1598,77,62,698,65,218,151,758,73,119,122,3331,288,14871,2021-03-01 00:00:00.000,Wilkes-Barre Scranton,25279
2021-12-01 00:00:00.000,Eastern Shore,CITY,56,53,187,155,42,44,24,48,602,24,10,169,41,167,193,225,25,29,53,522,63,7007,2021-12-01 00:00:00.000,Eastern Shore,9254
2021-01-01 00:00:00.000,"Portland, ME",CITY,52,55,5742,142,11,375,22,81,471,7,105,209,60,95,34,215,14,20,50,543,91,4014,2021-01-01 00:00:00.000,"Portland, ME",10670
2021-12-01 00:00:00.000,Western MA,CITY,36,87,1083,165,56,163,53,107,1116,86,9,437,51,259,241,575,67,60,115,1285,107,7863,2021-12-01 00:00:00.000,Western MA,12811
2021-03-01 00:00:00.000,Richmond,CITY,99,929,14628,1013,8259,4203,446,917,5734,237,246,1977,369,1048,542,3345,319,356,471,10639,851,60071,2021-03-01 00:00:00.000,Richmond,103259
2021-09-01 00:00:00.000,Richmond,CITY,219,1176,1638,845,1683,264,366,752,6962,428,52,2090,542,1198,1701,1631,333,433,582,13247,1045,106266,2021-09-01 00:00:00.000,Richmond,137946
2021-07-01 00:00:00.000,New Hampshire,CITY,233,176,734,311,144,70,42,185,1724,37,66,424,81,371,381,829,80,110,123,2051,267,22990,2021-07-01 00:00:00.000,New Hampshire,30176
2021-07-01 00:00:00.000,Vermont,CITY,117,64,1551,138,29,66,27,83,623,14,50,167,51,111,135,285,27,35,32,898,98,8220,2021-07-01 00:00:00.000,Vermont,12100
2021-12-01 00:00:00.000,Lehigh Valley,CITY,83,302,483,410,84,201,381,290,3676,208,11,915,157,761,941,2086,194,229,399,3277,435,46667,2021-12-01 00:00:00.000,Lehigh Valley,59595
2022-01-01 00:00:00.000,Western WV,CITY,44,19,203,92,10,18,31,48,507,27,6,175,13,120,106,244,25,38,43,507,61,5205,2022-01-01 00:00:00.000,Western WV,7060
2021-07-01 00:00:00.000,New Jersey,CITY,1303,10168,8201,13682,104987,4852,5340,9875,100397,5413,1028,22125,10539,14261,12179,58491,6309,7964,8518,156214,16057,1443457,2021-07-01 00:00:00.000,New Jersey,1933028
2021-05-01 00:00:00.000,Harrisburg,CITY,96,378,1039,392,100,141,81,447,2208,67,19,674,112,461,628,1203,104,163,178,3849,419,29380,2021-05-01 00:00:00.000,Harrisburg,40080
2021-08-01 00:00:00.000,"Reading, PA",CITY,79,67,269,131,29,31,39,121,867,30,24,240,40,142,175,366,42,54,70,727,149,10399,2021-08-01 00:00:00.000,"Reading, PA",13500
2021-05-01 00:00:00.000,Roanoke,CITY,137,241,585,336,56,80,92,264,1231,33,76,406,64,374,175,594,52,72,111,1897,164,20455,2021-05-01 00:00:00.000,Roanoke,26445
2021-06-01 00:00:00.000,"Lancaster, PA",CITY,2,107,681,169,26,57,89,133,932,52,19,200,20,183,143,461,35,57,61,1417,149,11562,2021-06-01 00:00:00.000,"Lancaster, PA",15737
2021-07-01 00:00:00.000,Eastern Shore,CITY,141,128,948,316,92,95,62,81,993,43,335,478,65,199,263,421,40,43,90,2069,135,9330,2021-07-01 00:00:00.000,Eastern Shore,15081
2021-05-01 00:00:00.000,Hampton Roads,CITY,119,1164,4790,1131,2109,1024,671,1227,7390,367,56,1817,374,1617,1297,3619,354,450,620,11833,1056,80095,2021-05-01 00:00:00.000,Hampton Roads,115757
2021-12-01 00:00:00.000,Boston,CITY,330,5261,3006,7219,202022,3899,3240,3510,51973,3711,79,14040,5499,7467,7256,26937,3622,3534,6324,99281,6697,744718,2021-12-01 00:00:00.000,Boston,1134967
2021-04-01 00:00:00.000,Johnstown-Altoona,CITY,65,68,2276,93,13,211,31,99,392,8,18,134,11,107,42,199,14,18,35,694,49,4608,2021-04-01 00:00:00.000,Johnstown-Altoona,8208
2021-05-01 00:00:00.000,Johnstown-Altoona,CITY,60,61,683,100,20,56,29,96,413,13,7,87,24,94,36,177,17,27,35,575,56,5661,2021-05-01 00:00:00.000,Johnstown-Altoona,7845
